Id,drug,condition,numOfInstances,averageRating
2181,Esomeprazole,GERD,66,7.712121212121212
2182,Esomeprazole,Barrett's Esophagus,14,8.714285714285714
2183,Esomeprazole,Erosive Esophagitis,5,9.0
2184,Esomeprazole,NSAID-Induced Gastric Ulce,3,10.0
2185,Esomeprazole,Not Listed / Othe,2,9.5
2186,Esomeprazole,Helicobacter Pylori Infection,2,10.0
2187,Esomeprazole,Duodenal Ulcer Prophylaxis,1,7.0
2188,Pantoprazole,GERD,54,6.333333333333333
2189,Pantoprazole,Stomach Ulce,15,6.8
2190,Pantoprazole,Erosive Esophagitis,7,7.142857142857143
2191,Pantoprazole,Barrett's Esophagus,6,8.333333333333334
2192,Pantoprazole,Duodenal Ulce,4,6.5
2193,Pantoprazole,Gastritis/Duodenitis,2,9.5
2194,Pantoprazole,Helicobacter Pylori Infection,2,3.0
2195,Pantoprazole,Peptic Ulce,1,10.0
2196,Pantoprazole,Stress Ulcer Prophylaxis,1,1.0
2197,Relpax,Migraine,94,8.606382978723405
2198,Synthroid,Underactive Thyroid,43,6.837209302325581
2199,Synthroid,"Hypothyroidism, After Thyroid Removal",32,7.5
2200,Synthroid,Hashimoto's disease,17,6.647058823529412
2201,Synthroid,Myxedema Coma,1,9.0
2202,Phendimetrazine,Obesity,89,8.415730337078651
2203,Phendimetrazine,Not Listed / Othe,2,9.0
2204,Cyproheptadine,Anorexia,59,8.864406779661017
2205,Cyproheptadine,Migraine,20,6.4
2206,Cyproheptadine,Allergic Reactions,3,9.0
2207,Cyproheptadine,ailure to Thrive,3,9.333333333333334
2208,Cyproheptadine,Not Listed / Othe,3,10.0
2209,Cyproheptadine,Cluster Headaches,2,9.5
2210,Cyproheptadine,Urticaria,1,8.0
2211,Cyproheptadine,"Sexual Dysfunction, SSRI Induced",1,9.0
2212,Singulair,Allergic Rhinitis,36,7.111111111111111
2213,Singulair,Asthma,30,7.033333333333333
2214,Singulair,"Asthma, Maintenance",24,7.333333333333333
2215,Singulair,COPD,2,7.0
2216,Ocella,Birth Control,68,6.294117647058823
2217,Ocella,Menstrual Disorders,11,6.454545454545454
2218,Ocella,Acne,9,8.222222222222221
2219,Ocella,Polycystic Ovary Syndrome,2,9.0
2220,Ocella,Premenstrual Dysphoric Disorde,1,7.0
2221,Eluxadoline,Irritable Bowel Syndrome,91,6.725274725274725
2222,Campral,Alcohol Dependence,91,9.252747252747254
2223,Vicodin,Pain,76,7.9605263157894735
2224,Vicodin,Back Pain,12,6.75
2225,Vicodin,Rheumatoid Arthritis,2,10.0
2226,Vicodin,Cough,1,10.0
2227,Vardenafil,Erectile Dysfunction,90,8.1
2228,Chlordiazepoxide,Alcohol Withdrawal,69,9.565217391304348
2229,Chlordiazepoxide,Anxiety,15,8.2
2230,Chlordiazepoxide,Light Sedation,3,7.0
2231,Chlordiazepoxide,Opiate Withdrawal,2,7.0
2232,Viberzi,Irritable Bowel Syndrome,90,6.688888888888889
2233,Omeprazole,GERD,60,7.933333333333334
2234,Omeprazole,Indigestion,7,8.571428571428571
2235,Omeprazole,Erosive Esophagitis,6,9.333333333333334
2236,Omeprazole,Stomach Ulce,6,5.0
2237,Omeprazole,Barrett's Esophagus,5,9.8
2238,Omeprazole,Duodenal Ulce,2,8.5
2239,Omeprazole,Helicobacter Pylori Infection,1,6.0
2240,Omeprazole,Multiple Endocrine Adenomas,1,10.0
2241,Omeprazole,Gastritis/Duodenitis,1,10.0
2242,Omeprazole,Zollinger-Ellison Syndrome,1,10.0
2243,Cryselle,Birth Control,77,5.883116883116883
2244,Cryselle,Abnormal Uterine Bleeding,9,4.333333333333333
2245,Cryselle,Endometriosis,4,7.0
2246,Blisovi 24 Fe,Birth Control,89,3.1123595505617976
2247,Fioricet,Headache,89,8.696629213483146
2248,Voltaren,Pain,30,8.1
2249,Voltaren,Osteoarthritis,17,9.352941176470589
2250,Voltaren,Back Pain,14,8.785714285714286
2251,Voltaren,Rheumatoid Arthritis,9,5.888888888888889
2252,Voltaren,Ankylosing Spondylitis,6,7.5
2253,Voltaren,Sciatica,5,8.2
2254,Voltaren,Muscle Pain,5,7.8
2255,Voltaren,Period Pain,2,9.0
2256,Voltaren,zen Shoulde,1,8.0
2257,Albuterol,"Asthma, acute",43,3.813953488372093
2258,Albuterol,"Asthma, Maintenance",13,6.384615384615385
2259,Albuterol,"COPD, Maintenance",11,6.7272727272727275
2260,Albuterol,"COPD, Acute",8,6.25
2261,Albuterol,Bronchiectasis,7,3.7142857142857144
2262,Albuterol,Bronchospasm Prophylaxis,4,4.0
2263,Ivermectin,Rosacea,59,7.52542372881356
2264,Ivermectin,Head Lice,25,6.36
2265,Ivermectin,Scabies,2,8.5
2266,Ivermectin,Ascariasis,2,7.0
2267,Acetaminophen / aspirin / caffeine,Migraine,79,7.582278481012659
2268,Acetaminophen / aspirin / caffeine,Pain/Feve,7,8.571428571428571
2269,Acetaminophen / aspirin / caffeine,Osteoarthritis,1,6.0
2270,Nicotine,Smoking Cessation,84,8.238095238095237
2271,Nicotine,Not Listed / Othe,1,8.0
2272,Fetzima,Major Depressive Disorde,49,5.551020408163265
2273,Fetzima,Depression,37,4.621621621621622
2274,Ibuprofen,Pain,23,8.695652173913043
2275,Ibuprofen,Headache,13,8.307692307692308
2276,Ibuprofen,Period Pain,11,7.0
2277,Ibuprofen,Back Pain,7,7.285714285714286
2278,Ibuprofen,Sciatica,5,6.8
2279,Ibuprofen,Muscle Pain,4,6.25
2280,Ibuprofen,Rheumatoid Arthritis,4,10.0
2281,Ibuprofen,"Gout, Acute",3,9.333333333333334
2282,Ibuprofen,Toothache,2,10.0
2283,Ibuprofen,Not Listed / Othe,2,5.0
2284,Ibuprofen,eve,2,9.0
2285,Ibuprofen,Osteoarthritis,2,9.5
2286,Ibuprofen,Cystic Fibrosis,1,10.0
2287,Ibuprofen,Neck Pain,1,1.0
2288,Ibuprofen,Temporomandibular Joint Disorde,1,8.0
2289,Ibuprofen,zen Shoulde,1,8.0
2290,Ibuprofen,Spondylolisthesis,1,2.0
2291,Ibuprofen,Patent Ductus Arteriosus,1,5.0
2292,Beyaz,Birth Control,59,7.0
2293,Beyaz,Acne,18,7.722222222222222
2294,Beyaz,Premenstrual Dysphoric Disorde,8,8.625
2295,Atorvastatin,High Cholesterol,76,5.0131578947368425
2296,Atorvastatin,Prevention of Cardiovascular Disease,4,3.25
2297,Atorvastatin,"High Cholesterol, Familial Heterozygous",3,7.333333333333333
2298,Atorvastatin,"High Cholesterol, Familial Homozygous",2,4.5
2299,Diethylpropion,Obesity,84,9.30952380952381
2300,Diethylpropion,Not Listed / Othe,1,9.0
2301,Lupron Depot,Endometriosis,60,5.683333333333334
2302,Lupron Depot,Uterine Fibroids,20,7.0
2303,Lupron Depot,Prostate Cance,5,6.2
2304,Sronyx,Birth Control,80,5.575
2305,Sronyx,Abnormal Uterine Bleeding,3,6.666666666666667
2306,Sronyx,Polycystic Ovary Syndrome,2,4.5
2307,Eletriptan,Migraine,84,8.535714285714286
2308,Hyaluronan,Osteoarthritis,84,6.690476190476191
2309,MiraLax,Constipation,73,9.013698630136986
2310,MiraLax,Bowel Preparation,6,3.8333333333333335
2311,MiraLax,"Constipation, Acute",4,9.5
2312,Rivaroxaban,Deep Vein Thrombosis,29,6.206896551724138
2313,Rivaroxaban,Pulmonary Embolism,27,7.037037037037037
2314,Rivaroxaban,Atrial Fibrillation,15,5.466666666666667
2315,Rivaroxaban,"Deep Vein Thrombosis, Recurrent Event",4,4.75
2316,Rivaroxaban,"Pulmonary Embolism, Recurrent Event",3,9.333333333333334
2317,Rivaroxaban,"Deep Vein Thrombosis, Prophylaxis",3,6.333333333333333
2318,Rivaroxaban,Prevention of Thromboembolism in Atrial Fibrillation,1,1.0
2319,Verapamil,Cluster Headaches,39,9.025641025641026
2320,Verapamil,Migraine Prevention,30,8.233333333333333
2321,Verapamil,Arrhythmia,5,4.6
2322,Verapamil,Supraventricular Tachycardia,4,8.0
2323,Verapamil,High Blood Pressure,4,6.25
2324,Prepopik,Bowel Preparation,82,6.0
2325,Omalizumab,Urticaria,49,8.16326530612245
2326,Omalizumab,"Asthma, Maintenance",32,8.15625
2327,Intuniv,ADHD,82,6.060975609756097
2328,Symbicort,"Asthma, Maintenance",55,7.545454545454546
2329,Symbicort,COPD,17,8.705882352941176
2330,Symbicort,"COPD, Maintenance",9,6.666666666666667
2331,Rexulti,Major Depressive Disorde,57,6.754385964912281
2332,Rexulti,Depression,16,7.4375
2333,Rexulti,Schizophrenia,8,5.375
2334,Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,81,6.135802469135802
2335,Chlorpheniramine / hydrocodone,Cough,69,9.420289855072463
2336,Chlorpheniramine / hydrocodone,Cold Symptoms,10,8.2
2337,Chlorpheniramine / hydrocodone,Not Listed / Othe,1,10.0
2338,Delsym,Cough,80,3.4875
2339,Dexilant,GERD,65,6.476923076923077
2340,Dexilant,Barrett's Esophagus,9,9.444444444444445
2341,Dexilant,Erosive Esophagitis,6,9.333333333333334
2342,Scopolamine,Motion Sickness,58,7.362068965517241
2343,Scopolamine,Nausea/Vomiting,21,5.809523809523809
2344,Scopolamine,Parkinsonian Trem,1,8.0
2345,Tranexamic acid,Menorrhagia,42,8.380952380952381
2346,Tranexamic acid,Menstrual Disorders,30,7.633333333333334
2347,Tranexamic acid,Bleeding Disorde,5,6.6
2348,Tranexamic acid,Melasma,2,5.5
2349,Tranexamic acid,actor IX Deficiency,1,9.0
2350,Anastrozole,Breast Cance,72,5.375
2351,Anastrozole,"Breast Cancer, Metastatic",5,6.8
2352,Anastrozole,Endometrial Cance,3,8.666666666666666
2353,Estarylla,Birth Control,63,3.4444444444444446
2354,Estarylla,Abnormal Uterine Bleeding,11,4.181818181818182
2355,Estarylla,Acne,6,5.5
2356,Mobic,Osteoarthritis,29,8.482758620689655
2357,Mobic,Inflammatory Conditions,23,7.0
2358,Mobic,Rheumatoid Arthritis,14,6.857142857142857
2359,Mobic,Tendonitis,7,9.428571428571429
2360,Mobic,ibromyalgia,6,7.5
2361,Aubra,Birth Control,78,5.628205128205129
2362,Nexium,GERD,54,7.685185185185185
2363,Nexium,Barrett's Esophagus,13,8.538461538461538
2364,Nexium,Erosive Esophagitis,5,9.0
2365,Nexium,NSAID-Induced Gastric Ulce,3,10.0
2366,Nexium,Helicobacter Pylori Infection,2,9.0
2367,Nexium,Duodenal Ulcer Prophylaxis,1,7.0
2368,Librium,Alcohol Withdrawal,67,9.537313432835822
2369,Librium,Anxiety,8,7.5
2370,Librium,Light Sedation,3,7.0
2371,Zithromax,Bronchitis,30,6.666666666666667
2372,Zithromax,Sinusitis,21,8.476190476190476
2373,Zithromax,Chlamydia Infection,9,7.0
2374,Zithromax,Tonsillitis/Pharyngitis,5,9.0
2375,Zithromax,Upper Respiratory Tract Infection,4,8.25
2376,Zithromax,Otitis Media,3,4.666666666666667
2377,Zithromax,Pneumonia,2,5.5
2378,Zithromax,Skin or Soft Tissue Infection,2,10.0
2379,Zithromax,Bacterial Infection,1,5.0
2380,Zithromax,Bacterial Endocarditis Prevention,1,9.0
2381,Ustekinumab,Psoriasis,67,8.328358208955224
2382,Ustekinumab,Psoriatic Arthritis,9,5.777777777777778
2383,Ustekinumab,Crohn's Disease,1,8.0
2384,Mometasone,Allergic Rhinitis,22,6.954545454545454
2385,Mometasone,Eczema,21,9.380952380952381
2386,Mometasone,Psoriasis,11,9.454545454545455
2387,Mometasone,"Asthma, Maintenance",10,6.6
2388,Mometasone,Atopic Dermatitis,4,9.75
2389,Mometasone,Dermatitis,3,9.666666666666666
2390,Mometasone,Sinus Symptoms,2,1.5
2391,Mometasone,Nasal Polyps,1,3.0
2392,Mometasone,Not Listed / Othe,1,10.0
2393,Orthovisc,Osteoarthritis,77,6.623376623376624
2394,Myrbetriq,Overactive Bladde,60,5.65
2395,Myrbetriq,Urinary Incontinence,17,5.705882352941177
2396,Tegretol,Bipolar Disorde,28,7.607142857142857
2397,Tegretol,Trigeminal Neuralgia,23,6.956521739130435
2398,Tegretol,Epilepsy,22,6.636363636363637
2399,Tegretol,Peripheral Neuropathy,2,8.0
2400,Tegretol,Dystonia,1,1.0
2401,Tegretol,Schizoaffective Disorde,1,9.0
2402,Solifenacin,Overactive Bladde,55,5.5636363636363635
2403,Solifenacin,Urinary Incontinence,21,7.142857142857143
2404,Glatiramer,Multiple Sclerosis,76,7.7631578947368425
2405,Xarelto,Pulmonary Embolism,27,6.592592592592593
2406,Xarelto,Deep Vein Thrombosis,23,6.391304347826087
2407,Xarelto,Atrial Fibrillation,13,5.3076923076923075
2408,Xarelto,"Deep Vein Thrombosis, Prophylaxis",4,7.25
2409,Xarelto,"Pulmonary Embolism, Recurrent Event",3,9.333333333333334
2410,Xarelto,"Deep Vein Thrombosis, Recurrent Event",3,6.0
2411,Xarelto,Prevention of Thromboembolism in Atrial Fibrillation,2,3.0
2412,Xarelto,Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,1,6.0
2413,Efinaconazole,"Onychomycosis, Toenail",75,5.613333333333333
2414,Clomipramine,Obsessive Compulsive Disorde,54,8.518518518518519
2415,Clomipramine,Depression,11,9.181818181818182
2416,Clomipramine,Panic Disorde,8,9.125
2417,Clomipramine,Irritable Bowel Syndrome,1,8.0
2418,Clomipramine,Trichotillomania,1,9.0
2419,Metaxalone,Muscle Spasm,57,7.649122807017544
2420,Metaxalone,ibromyalgia,16,8.3125
2421,Olmesartan,High Blood Pressure,72,7.597222222222222
2422,Olmesartan,Migraine Prevention,2,9.5
2423,Ritalin,ADHD,61,7.524590163934426
2424,Ritalin,Narcolepsy,13,8.0
2425,Budesonide / formoterol,moterol),72,7.375
2426,Budesonide / formoterol,"Asthma, Maintenance",2,1.5
2427,Clindamycin / tretinoin,Acne,74,7.378378378378378
2428,Phillips' Milk of Magnesia,Constipation,71,8.746478873239436
2429,Phillips' Milk of Magnesia,Indigestion,3,8.0
2430,Brimonidine,Rosacea,70,3.6857142857142855
2431,Brimonidine,"Glaucoma, Open Angle",3,4.333333333333333
2432,Hydrochlorothiazide,High Blood Pressure,66,5.484848484848484
2433,Hydrochlorothiazide,Nephrocalcinosis,4,7.25
2434,Hydrochlorothiazide,Edema,3,6.666666666666667
2435,Doxylamine,Insomnia,72,6.625
2436,Doxylamine,Not Listed / Othe,1,10.0
2437,L-methylfolate,Depression,66,8.06060606060606
2438,L-methylfolate,lic Acid Deficiency,4,7.75
2439,L-methylfolate,Borderline Personality Disorde,1,8.0
2440,Monistat 7-Day Combination Pack,Vaginal Yeast Infection,72,3.7916666666666665
2441,Stelara,Psoriasis,61,8.721311475409836
2442,Stelara,Psoriatic Arthritis,11,6.2727272727272725
2443,Wellbutrin SR,Depression,53,6.867924528301887
2444,Wellbutrin SR,Major Depressive Disorde,13,7.6923076923076925
2445,Wellbutrin SR,ADHD,4,8.0
2446,Wellbutrin SR,Panic Disorde,2,9.5
2447,Efavirenz / emtricitabine / tenofovir,HIV Infection,68,9.132352941176471
2448,Efavirenz / emtricitabine / tenofovir,Not Listed / Othe,1,8.0
2449,Efavirenz / emtricitabine / tenofovir,Nonoccupational Exposure,1,9.0
2450,Jublia,"Onychomycosis, Toenail",71,5.732394366197183
2451,Zolmitriptan,Migraine,69,7.768115942028985
2452,Zolmitriptan,Not Listed / Othe,1,10.0
2453,Zolmitriptan,Cluster Headaches,1,9.0
2454,Levitra,Erectile Dysfunction,71,8.098591549295774
2455,Maxalt,Migraine,70,8.871428571428572
2456,Atarax,Anxiety,50,6.26
2457,Atarax,Allergies,9,8.777777777777779
2458,Atarax,Sedation,3,8.0
2459,Atarax,Allergic Urticaria,3,6.333333333333333
2460,Atarax,Pain,2,6.0
2461,Atarax,Pruritus,1,10.0
2462,Atarax,Nausea/Vomiting,1,10.0
2463,Atarax,Interstitial Cystitis,1,8.0
2464,Copaxone,Multiple Sclerosis,70,7.785714285714286
2465,Provera,Abnormal Uterine Bleeding,36,4.666666666666667
2466,Provera,Amenorrhea,33,7.787878787878788
2467,Provera,Birth Control,1,10.0
2468,Valsartan,High Blood Pressure,66,5.7727272727272725
2469,Valsartan,Left Ventricular Dysfunction,2,9.5
2470,VESIcare,Overactive Bladde,51,5.333333333333333
2471,VESIcare,Urinary Incontinence,18,7.277777777777778
2472,Prazosin,Post Traumatic Stress Disorde,36,7.527777777777778
2473,Prazosin,Nightmares,17,7.529411764705882
2474,Prazosin,High Blood Pressure,6,4.333333333333333
2475,Prazosin,Anxiety and Stress,6,9.833333333333334
2476,Prazosin,Benign Prostatic Hyperplasia,2,3.5
2477,Prazosin,Raynaud's Syndrome,2,9.5
2478,Fexofenadine,Allergic Rhinitis,45,6.866666666666666
2479,Fexofenadine,Urticaria,20,8.2
2480,Fexofenadine,Not Listed / Othe,2,9.5
2481,Axiron,"Hypogonadism, Male",68,7.514705882352941
2482,Phenazopyridine,Dysuria,43,6.162790697674419
2483,Phenazopyridine,Interstitial Cystitis,22,8.409090909090908
2484,Phenazopyridine,Not Listed / Othe,1,1.0
2485,Jolessa,Birth Control,63,5.619047619047619
2486,Jolessa,Abnormal Uterine Bleeding,3,3.6666666666666665
2487,Jolessa,Polycystic Ovary Syndrome,1,2.0
2488,Jolessa,Endometriosis,1,10.0
2489,Diflucan,Vaginal Yeast Infection,56,6.464285714285714
2490,Diflucan,Candidemia,3,9.333333333333334
2491,Diflucan,Candida Urinary Tract Infection,2,9.0
2492,Diflucan,Tinea Versicol,2,3.0
2493,Diflucan,"Onychomycosis, Toenail",2,10.0
2494,Diflucan,Esophageal Candidiasis,1,10.0
2495,Diflucan,Oral Thrush,1,10.0
2496,MS Contin,Pain,34,8.529411764705882
2497,MS Contin,Chronic Pain,33,8.181818181818182
2498,Acetazolamide,Pseudotumor Cerebri,44,6.7272727272727275
2499,Acetazolamide,Glaucoma,11,5.454545454545454
2500,Acetazolamide,Mountain Sickness / Altitude Sickness,6,9.166666666666666
2501,Acetazolamide,Seizure Prevention,2,6.5
2502,Acetazolamide,Epilepsy,2,8.5
2503,Acetazolamide,Hydrocephalus,1,9.0
2504,Acetazolamide,Edema,1,6.0
2505,Lacosamide,Seizures,67,7.134328358208955
2506,Letrozole,Breast Cance,46,5.739130434782608
2507,Letrozole,"Breast Cancer, Metastatic",10,7.2
2508,Letrozole,"Breast Cancer, Adjuvant",9,5.777777777777778
2509,Letrozole,emale Infertility,2,10.0
2510,Bismuth subcitrate potassium / metronidazole / tetracycline,Helicobacter Pylori Infection,67,5.8059701492537314
2511,Carvedilol,High Blood Pressure,28,3.8214285714285716
2512,Carvedilol,Heart Failure,21,9.333333333333334
2513,Carvedilol,Atrial Fibrillation,9,4.555555555555555
2514,Carvedilol,Left Ventricular Dysfunction,5,9.4
2515,Carvedilol,Angina,2,5.5
2516,Carvedilol,Not Listed / Othe,2,5.0
2517,Mirapex,Restless Legs Syndrome,61,8.0
2518,Mirapex,Periodic Limb Movement Disorde,3,7.0
2519,Mirapex,Parkinson's Disease,3,6.333333333333333
2520,Oxymetazoline,Nasal Congestion,58,5.155172413793103
2521,Oxymetazoline,Rosacea,8,2.375
2522,Xolair,"Asthma, Maintenance",34,8.323529411764707
2523,Xolair,Urticaria,32,7.96875
2524,Zyrtec,Allergic Rhinitis,40,7.075
2525,Zyrtec,Urticaria,26,7.846153846153846
2526,Fluticasone / salmeterol,"Asthma, Maintenance",50,8.1
2527,Fluticasone / salmeterol,"COPD, Maintenance",14,7.071428571428571
2528,Homatropine / hydrocodone,Cough,65,7.723076923076923
2529,Atripla,HIV Infection,65,9.138461538461538
2530,Atripla,Nonoccupational Exposure,1,9.0
2531,Phenergan,Nausea/Vomiting,39,8.871794871794872
2532,Phenergan,Sedation,6,6.833333333333333
2533,Phenergan,Opiate Adjunct,5,7.8
2534,Phenergan,Light Sedation,5,8.0
2535,Phenergan,Motion Sickness,4,7.25
2536,Phenergan,Vertig,4,6.25
2537,Phenergan,Allergic Reactions,2,5.5
2538,Phenergan,Allergic Rhinitis,1,9.0
2539,Silenor,Insomnia,66,6.7727272727272725
2540,Aleve,Back Pain,22,7.136363636363637
2541,Aleve,Pain,11,8.272727272727273
2542,Aleve,Period Pain,5,7.8
2543,Aleve,Rheumatoid Arthritis,5,7.6
2544,Aleve,Headache,5,8.0
2545,Aleve,"Gout, Acute",5,9.2
2546,Aleve,Sciatica,4,7.5
2547,Aleve,Osteoarthritis,4,6.25
2548,Aleve,Juvenile Rheumatoid Arthritis,2,5.0
2549,Aleve,Ankylosing Spondylitis,1,3.0
2550,Aleve,Costochondritis,1,10.0
2551,Aleve,Tendonitis,1,9.0
2552,Simvastatin,High Cholesterol,60,4.716666666666667
2553,Simvastatin,"High Cholesterol, Familial Heterozygous",3,7.666666666666667
2554,Simvastatin,"Hyperlipoproteinemia Type IIa, Elevated LDL",1,10.0
2555,Simvastatin,Cardiovascular Risk Reduction,1,1.0
2556,Naproxen / sumatriptan,Migraine,63,8.857142857142858
2557,Nora-Be,Birth Control,52,5.173076923076923
2558,Nora-Be,Abnormal Uterine Bleeding,10,4.9
2559,Nora-Be,Endometriosis,3,6.0
2560,Tylenol with Codeine #3,Pain,59,5.305084745762712
2561,Tylenol with Codeine #3,Cough,4,7.0
2562,Tylenol with Codeine #3,Osteoarthritis,2,9.0
2563,Diclegis,Nausea/Vomiting of Pregnancy,65,6.892307692307693
2564,Opana,Pain,64,7.765625
2565,Claravis,Acne,64,8.25
2566,LoSeasonique,Birth Control,39,5.435897435897436
2567,LoSeasonique,Abnormal Uterine Bleeding,11,4.363636363636363
2568,LoSeasonique,Polycystic Ovary Syndrome,5,5.8
2569,LoSeasonique,Ovarian Cysts,5,6.4
2570,LoSeasonique,Endometriosis,3,8.333333333333334
2571,LoSeasonique,Premenstrual Syndrome,1,2.0
2572,Lifitegrast,Dry Eye Disease,64,5.71875
2573,Jolivette,Birth Control,57,5.701754385964913
2574,Jolivette,Abnormal Uterine Bleeding,4,2.25
2575,Jolivette,Endometriosis,2,6.0
2576,Jolivette,Amenorrhea,1,7.0
2577,Testim,"Hypogonadism, Male",63,6.4603174603174605
2578,Xenical,Obesity,63,8.53968253968254
2579,Solodyn,Acne,60,6.966666666666667
2580,Solodyn,Rosacea,3,10.0
2581,Natalizumab,Multiple Sclerosis,63,7.920634920634921
2582,Flecainide,Atrial Fibrillation,46,7.478260869565218
2583,Flecainide,Atrial Flutte,5,8.8
2584,Flecainide,Paroxysmal Supraventricular Tachycardia,4,10.0
2585,Flecainide,Ventricular Tachycardia,4,7.75
2586,Flecainide,Supraventricular Tachycardia,2,6.0
2587,Flecainide,Wolff-Parkinson-White Syndrome,2,9.0
2588,Cariprazine,Bipolar Disorde,54,6.703703703703703
2589,Cariprazine,Schizophrenia,9,8.333333333333334
2590,Aspirin / butalbital / caffeine,Migraine,42,8.214285714285714
2591,Aspirin / butalbital / caffeine,Headache,13,9.307692307692308
2592,Aspirin / butalbital / caffeine,Pain,7,9.714285714285714
2593,Aspirin / butalbital / caffeine,Not Listed / Othe,1,9.0
2594,Silodosin,Benign Prostatic Hyperplasia,63,5.857142857142857
2595,Fluorouracil,Keratosis,22,8.590909090909092
2596,Fluorouracil,Actinic Keratosis,17,6.9411764705882355
2597,Fluorouracil,Skin Cance,11,8.090909090909092
2598,Fluorouracil,Basal Cell Carcinoma,10,8.0
2599,Fluorouracil,Warts,1,1.0
2600,Mirvaso,Rosacea,63,3.7777777777777777
2601,Zanaflex,Muscle Spasm,59,7.491525423728813
2602,Zanaflex,Cluster Headaches,4,7.0
2603,Lamisil,"Onychomycosis, Toenail",52,7.4423076923076925
2604,Lamisil,Tinea Pedis,5,7.2
2605,Lamisil,"Onychomycosis, Fingernail",3,9.666666666666666
2606,Lamisil,Tinea Capitis,2,9.5
2607,Monistat 7,Vaginal Yeast Infection,62,3.032258064516129
2608,Rapaflo,Benign Prostatic Hyperplasia,62,6.419354838709677
2609,Pylera,Helicobacter Pylori Infection,62,5.983870967741935
2610,Opana ER,Pain,61,7.950819672131147
2611,Rosuvastatin,High Cholesterol,50,6.48
2612,Rosuvastatin,"High Cholesterol, Familial Heterozygous",4,10.0
2613,Rosuvastatin,Atherosclerosis,4,8.5
2614,Rosuvastatin,Prevention of Cardiovascular Disease,2,6.0
2615,Rosuvastatin,"High Cholesterol, Familial Homozygous",1,10.0
2616,Stribild,HIV Infection,60,9.466666666666667
2617,Clobetasol,Psoriasis,29,8.655172413793103
2618,Clobetasol,Dermatitis,12,9.666666666666666
2619,Clobetasol,Atopic Dermatitis,10,9.8
2620,Clobetasol,Lichen Sclerosus,4,8.75
2621,Clobetasol,Lichen Planus,2,10.0
2622,Clobetasol,Dermatological Disorders,1,10.0
2623,Clobetasol,Not Listed / Othe,1,10.0
2624,Clobetasol,Eczema,1,10.0
2625,Zarah,Birth Control,60,6.583333333333333
2626,Synvisc-One,Osteoarthritis,60,6.45
2627,Requip,Restless Legs Syndrome,49,6.857142857142857
2628,Requip,Periodic Limb Movement Disorde,7,4.714285714285714
